Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id,session,completion_token,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
,,5.344631397,"[""space""]",space,0.358875,14,0,14,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,[0.9405750000005355]
,,4.099174413,"[""space""]",space,0.544255,15,0,15,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,[3.9707499999931315]
,,9.034498012,,space,0.28322,16,0,16,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,6.018125658,,space,0.30547,17,0,17,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,6.54492865,,space,0.38086,18,0,18,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,7.499060674,,space,0.387415,19,0,19,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,4.166053022,,space,0.38243,20,0,20,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,6.555539784,,space,0.5102,21,0,21,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,6.904406683,,space,0.407795,22,0,22,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,7.515371635,,space,0.499165,23,0,23,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,5.770004313,,space,0.40608,24,0,24,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,6.230661514,,space,0.40173,25,0,25,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,4.473728712,,space,0.58853,26,0,26,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,9.782102531,,space,0.42295,27,0,27,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,4.505576305,,space,0.406025,28,0,28,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,5.042717328,,space,0.40209,29,0,29,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,5.529501519,,space,0.633805,30,0,30,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,4.554602404,,space,0.67,31,0,31,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,7.220640763,,space,0.37328,32,0,32,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,2.847425887,,space,0.52131,33,0,33,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,9.21904008,,space,0.365545,34,0,34,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,7.019013684,,space,0.423815,35,0,35,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,2.323256945,,space,0.474105,36,0,36,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,5.756568182,,space,0.39326,37,0,37,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,8.633220161,,space,0.3068,38,0,38,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
,,8.663801556,,space,0.502115,39,0,39,0,1,57300,2,09C312DC-1FE5-4123-B023-6B3D15D27FD9,2021-03-15_13h49.28.815,PVT builder,2020.1.3,MacIntel,60,
